country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Ireland,IE,IRL,4904240,2020-08-18,22,7,Country_Website
Italy,IT,ITA,60359546,2020-08-18,901,58,Country_Github
Latvia,LV,LVA,1919968,2020-08-18,5,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-18,33,3,Country_Website
Netherlands,NL,NLD,17282163,2020-08-18,,47,Other Website
Norway,NO,NOR,5328212,2020-08-18,12,,Country_API
Poland,PL,POL,37972812,2020-08-18,2057,,Country_Website
Portugal,PT,PRT,10276617,2020-08-18,336,38,Country_Website
Romania,RO,ROU,19414458,2020-08-18,,479,Country_Website
Slovakia,SK,SVK,5450421,2020-08-18,71,,JRC
Slovenia,SI,SVN,2080908,2020-08-18,16,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-18,892,,Country_Website
Austria,AT,AUT,8858775,2020-08-17,114,23,Country_Website
Belgium,BE,BEL,11455519,2020-08-17,341,91,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-17,807,56,External_Github
Croatia,HR,HRV,4076246,2020-08-17,126,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-17,115,28,Country_Website
Denmark,DK,DNK,5806081,2020-08-17,16,1,Country_Website
Estonia,EE,EST,1324820,2020-08-17,7,1,Country_API
Finland,FI,FIN,5517919,2020-08-17,5,0,External_Github
France,FR,FRA,67012883,2020-08-17,4885,361,Country_Website
Hungary,HU,HUN,9772756,2020-08-17,62,6,JRC
Iceland,IS,ISL,356991,2020-08-17,1,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-17,21,8,Country_Website
Italy,IT,ITA,60359546,2020-08-17,868,58,Country_Github
Latvia,LV,LVA,1919968,2020-08-17,5,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-17,32,4,Country_Website
Netherlands,NL,NLD,17282163,2020-08-17,,52,Other Website
Norway,NO,NOR,5328212,2020-08-17,14,,Country_API
Poland,PL,POL,37972812,2020-08-17,2040,,Country_Website
Portugal,PT,PRT,10276617,2020-08-17,336,39,Country_Website
Romania,RO,ROU,19414458,2020-08-17,,497,Country_Website
Slovakia,SK,SVK,5450421,2020-08-17,53,,JRC
Slovenia,SI,SVN,2080908,2020-08-17,19,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-17,919,,Country_Website
Austria,AT,AUT,8858775,2020-08-16,84,19,Country_Website
Belgium,BE,BEL,11455519,2020-08-16,337,86,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-16,811,55,External_Github
Croatia,HR,HRV,4076246,2020-08-16,126,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-16,103,26,Country_Website
Denmark,DK,DNK,5806081,2020-08-16,12,0,Country_Website
Estonia,EE,EST,1324820,2020-08-16,6,1,Country_API
France,FR,FRA,67012883,2020-08-16,4820,353,Country_Website
Hungary,HU,HUN,9772756,2020-08-16,62,6,JRC
Ireland,IE,IRL,4904240,2020-08-16,16,8,Country_Website
Italy,IT,ITA,60359546,2020-08-16,843,56,Country_Github
Latvia,LV,LVA,1919968,2020-08-16,4,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-16,37,3,Country_Website
Netherlands,NL,NLD,17282163,2020-08-16,,43,Other Website
Poland,PL,POL,37972812,2020-08-16,2035,,Country_Website
Portugal,PT,PRT,10276617,2020-08-16,325,39,Country_Website
Romania,RO,ROU,19414458,2020-08-16,,479,Country_Website
Slovakia,SK,SVK,5450421,2020-08-16,53,,JRC
Slovenia,SI,SVN,2080908,2020-08-16,17,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-16,916,,Country_Website
Austria,AT,AUT,8858775,2020-08-15,104,21,Country_Website
Belgium,BE,BEL,11455519,2020-08-15,309,82,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-15,811,58,External_Github
Croatia,HR,HRV,4076246,2020-08-15,118,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-15,104,27,Country_Website
Denmark,DK,DNK,5806081,2020-08-15,14,0,Country_Website
Estonia,EE,EST,1324820,2020-08-15,7,1,Country_API
France,FR,FRA,67012883,2020-08-15,4817,353,Country_Website
Hungary,HU,HUN,9772756,2020-08-15,63,6,JRC
Ireland,IE,IRL,4904240,2020-08-15,15,8,Country_Website
Italy,IT,ITA,60359546,2020-08-15,819,55,Country_Github
Latvia,LV,LVA,1919968,2020-08-15,4,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-15,32,3,Country_Website
Netherlands,NL,NLD,17282163,2020-08-15,,42,Other Website
Poland,PL,POL,37972812,2020-08-15,2028,,Country_Website
Portugal,PT,PRT,10276617,2020-08-15,320,37,Country_Website
Slovakia,SK,SVK,5450421,2020-08-15,50,,JRC
Slovenia,SI,SVN,2080908,2020-08-15,16,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-15,911,,Country_Website
Austria,AT,AUT,8858775,2020-08-14,110,19,Country_Website
Belgium,BE,BEL,11455519,2020-08-14,312,80,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-14,824,63,External_Github
Croatia,HR,HRV,4076246,2020-08-14,106,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-14,113,25,Country_Website
Denmark,DK,DNK,5806081,2020-08-14,14,1,Country_Website
Estonia,EE,EST,1324820,2020-08-14,8,1,Country_API
Finland,FI,FIN,5517919,2020-08-14,6,0,External_Github
France,FR,FRA,67012883,2020-08-14,4788,344,Country_Website
Hungary,HU,HUN,9772756,2020-08-14,64,6,JRC
Iceland,IS,ISL,356991,2020-08-14,1,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-14,11,8,Country_Website
Italy,IT,ITA,60359546,2020-08-14,827,56,Country_Github
Latvia,LV,LVA,1919968,2020-08-14,3,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-14,44,4,Country_Website
Netherlands,NL,NLD,17282163,2020-08-14,,44,Other Website
Norway,NO,NOR,5328212,2020-08-14,8,,Country_API
Poland,PL,POL,37972812,2020-08-14,2040,,Country_Website
Portugal,PT,PRT,10276617,2020-08-14,348,41,Country_Website
Romania,RO,ROU,19414458,2020-08-14,,473,Country_Website
Slovakia,SK,SVK,5450421,2020-08-14,51,,JRC
Slovenia,SI,SVN,2080908,2020-08-14,18,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-14,932,,Country_Website
Austria,AT,AUT,8858775,2020-08-13,114,22,Country_Website
Belgium,BE,BEL,11455519,2020-08-13,309,74,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-13,834,63,External_Github
Croatia,HR,HRV,4076246,2020-08-13,115,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-13,105,24,Country_Website
Denmark,DK,DNK,5806081,2020-08-13,13,1,Country_Website
Estonia,EE,EST,1324820,2020-08-13,8,1,Country_API
France,FR,FRA,67012883,2020-08-13,4824,351,Country_Website
Hungary,HU,HUN,9772756,2020-08-13,66,5,JRC
Iceland,IS,ISL,356991,2020-08-13,1,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-13,12,6,Country_Website
Italy,IT,ITA,60359546,2020-08-13,841,55,Country_Github
Latvia,LV,LVA,1919968,2020-08-13,3,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-13,38,3,Country_Website
Netherlands,NL,NLD,17282163,2020-08-13,,39,Other Website
Norway,NO,NOR,5328212,2020-08-13,12,,Country_API
Poland,PL,POL,37972812,2020-08-13,2059,,Country_Website
Portugal,PT,PRT,10276617,2020-08-13,358,39,Country_Website
Romania,RO,ROU,19414458,2020-08-13,,478,Country_Website
Slovakia,SK,SVK,5450421,2020-08-13,57,,JRC
Slovenia,SI,SVN,2080908,2020-08-13,19,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-13,944,,Country_Website
Austria,AT,AUT,8858775,2020-08-12,118,25,Country_Website
Belgium,BE,BEL,11455519,2020-08-12,301,76,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-12,861,64,External_Github
Croatia,HR,HRV,4076246,2020-08-12,117,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-12,101,22,Country_Website
Denmark,DK,DNK,5806081,2020-08-12,16,1,Country_Website
Estonia,EE,EST,1324820,2020-08-12,8,2,Country_API
Finland,FI,FIN,5517919,2020-08-12,7,1,External_Github
France,FR,FRA,67012883,2020-08-12,4850,355,Country_Website
Hungary,HU,HUN,9772756,2020-08-12,64,5,JRC
Iceland,IS,ISL,356991,2020-08-12,1,1,Country_Website
Ireland,IE,IRL,4904240,2020-08-12,13,6,Country_Website
Italy,IT,ITA,60359546,2020-08-12,832,53,Country_Github
Latvia,LV,LVA,1919968,2020-08-12,6,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-12,38,1,Country_Website
Netherlands,NL,NLD,17282163,2020-08-12,,42,Other Website
Norway,NO,NOR,5328212,2020-08-12,15,,Country_API
Poland,PL,POL,37972812,2020-08-12,2021,,Country_Website
Portugal,PT,PRT,10276617,2020-08-12,367,40,Country_Website
Romania,RO,ROU,19414458,2020-08-12,,485,Country_Website
Slovakia,SK,SVK,5450421,2020-08-12,58,,JRC
Slovenia,SI,SVN,2080908,2020-08-12,23,2,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-12,937,,Country_Website
Austria,AT,AUT,8858775,2020-08-11,119,25,Country_Website
Belgium,BE,BEL,11455519,2020-08-11,307,77,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-11,854,54,External_Github
Croatia,HR,HRV,4076246,2020-08-11,115,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-11,110,23,Country_Website
Denmark,DK,DNK,5806081,2020-08-11,20,2,Country_Website
Estonia,EE,EST,1324820,2020-08-11,9,2,Country_API
France,FR,FRA,67012883,2020-08-11,4971,367,Country_Website
Hungary,HU,HUN,9772756,2020-08-11,62,5,JRC
Iceland,IS,ISL,356991,2020-08-11,1,1,Country_Website
Ireland,IE,IRL,4904240,2020-08-11,14,5,Country_Website
Italy,IT,ITA,60359546,2020-08-11,850,49,Country_Github
Latvia,LV,LVA,1919968,2020-08-11,6,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-11,44,3,Country_Website
Netherlands,NL,NLD,17282163,2020-08-11,,42,Other Website
Norway,NO,NOR,5328212,2020-08-11,15,,Country_API
Poland,PL,POL,37972812,2020-08-11,1985,,Country_Website
Portugal,PT,PRT,10276617,2020-08-11,365,35,Country_Website
Romania,RO,ROU,19414458,2020-08-11,,485,Country_Website
Slovakia,SK,SVK,5450421,2020-08-11,41,,JRC
Slovenia,SI,SVN,2080908,2020-08-11,23,2,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-11,965,,Country_Website
Austria,AT,AUT,8858775,2020-08-10,116,24,Country_Website
Belgium,BE,BEL,11455519,2020-08-10,312,73,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-10,849,54,External_Github
Croatia,HR,HRV,4076246,2020-08-10,124,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-10,112,22,Country_Website
Denmark,DK,DNK,5806081,2020-08-10,23,2,Country_Website
Estonia,EE,EST,1324820,2020-08-10,9,2,Country_API
Finland,FI,FIN,5517919,2020-08-10,5,1,External_Github
France,FR,FRA,67012883,2020-08-10,5004,372,Country_Website
Hungary,HU,HUN,9772756,2020-08-10,61,6,JRC
Iceland,IS,ISL,356991,2020-08-10,2,1,Country_Website
Ireland,IE,IRL,4904240,2020-08-10,12,7,Country_Website
Italy,IT,ITA,60359546,2020-08-10,825,46,Country_Github
Latvia,LV,LVA,1919968,2020-08-10,8,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-10,45,4,Country_Website
Netherlands,NL,NLD,17282163,2020-08-10,,39,Other Website
Norway,NO,NOR,5328212,2020-08-10,16,,Country_API
Poland,PL,POL,37972812,2020-08-10,1929,,Country_Website
Portugal,PT,PRT,10276617,2020-08-10,374,29,Country_Website
Romania,RO,ROU,19414458,2020-08-10,,476,Country_Website
Slovakia,SK,SVK,5450421,2020-08-10,45,,JRC
Slovenia,SI,SVN,2080908,2020-08-10,24,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-10,1012,,Country_Website
Austria,AT,AUT,8858775,2020-08-09,121,22,Country_Website
Belgium,BE,BEL,11455519,2020-08-09,285,69,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-09,848,55,External_Github
Croatia,HR,HRV,4076246,2020-08-09,121,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-09,107,17,Country_Website
Denmark,DK,DNK,5806081,2020-08-09,20,2,Country_Website
Estonia,EE,EST,1324820,2020-08-09,8,2,Country_API
France,FR,FRA,67012883,2020-08-09,4992,368,Country_Website
Hungary,HU,HUN,9772756,2020-08-09,73,6,JRC
Iceland,IS,ISL,356991,2020-08-09,2,1,Country_Website
Ireland,IE,IRL,4904240,2020-08-09,13,6,Country_Website
Italy,IT,ITA,60359546,2020-08-09,808,45,Country_Github
Latvia,LV,LVA,1919968,2020-08-09,7,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-09,41,6,Country_Website
Netherlands,NL,NLD,17282163,2020-08-09,,40,Other Website
Poland,PL,POL,37972812,2020-08-09,1930,,Country_Website
Portugal,PT,PRT,10276617,2020-08-09,366,33,Country_Website
Romania,RO,ROU,19414458,2020-08-09,,458,Country_Website
Slovakia,SK,SVK,5450421,2020-08-09,43,,JRC
Slovenia,SI,SVN,2080908,2020-08-09,24,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-09,909,,Country_Website
Austria,AT,AUT,8858775,2020-08-08,120,24,Country_Website
Belgium,BE,BEL,11455519,2020-08-08,281,67,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-08,857,55,External_Github
Croatia,HR,HRV,4076246,2020-08-08,120,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-08,104,16,Country_Website
Denmark,DK,DNK,5806081,2020-08-08,21,2,Country_Website
Estonia,EE,EST,1324820,2020-08-08,8,2,Country_API
France,FR,FRA,67012883,2020-08-08,4981,366,Country_Website
Hungary,HU,HUN,9772756,2020-08-08,69,6,JRC
Ireland,IE,IRL,4904240,2020-08-08,12,6,Country_Website
Italy,IT,ITA,60359546,2020-08-08,814,43,Country_Github
Latvia,LV,LVA,1919968,2020-08-08,7,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-08,47,8,Country_Website
Netherlands,NL,NLD,17282163,2020-08-08,,35,Other Website
Poland,PL,POL,37972812,2020-08-08,1928,,Country_Website
Portugal,PT,PRT,10276617,2020-08-08,357,33,Country_Website
Romania,RO,ROU,19414458,2020-08-08,,448,Country_Website
Slovakia,SK,SVK,5450421,2020-08-08,40,,JRC
Slovenia,SI,SVN,2080908,2020-08-08,22,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-08,934,,Country_Website
Austria,AT,AUT,8858775,2020-08-07,118,25,Country_Website
Belgium,BE,BEL,11455519,2020-08-07,285,69,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-07,874,47,External_Github
Croatia,HR,HRV,4076246,2020-08-07,122,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-07,106,16,Country_Website
Denmark,DK,DNK,5806081,2020-08-07,25,2,Country_Website
Estonia,EE,EST,1324820,2020-08-07,8,1,Country_API
Finland,FI,FIN,5517919,2020-08-07,3,0,External_Github
France,FR,FRA,67012883,2020-08-07,4970,359,Country_Website
Hungary,HU,HUN,9772756,2020-08-07,72,6,JRC
Iceland,IS,ISL,356991,2020-08-07,1,1,Country_Website
Ireland,IE,IRL,4904240,2020-08-07,11,5,Country_Website
Italy,IT,ITA,60359546,2020-08-07,821,42,Country_Github
Latvia,LV,LVA,1919968,2020-08-07,5,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-07,49,8,Country_Website
Netherlands,NL,NLD,17282163,2020-08-07,,35,Other Website
Norway,NO,NOR,5328212,2020-08-07,15,,Country_API
Poland,PL,POL,37972812,2020-08-07,1928,,Country_Website
Portugal,PT,PRT,10276617,2020-08-07,356,36,Country_Website
Romania,RO,ROU,19414458,2020-08-07,,446,Country_Website
Slovakia,SK,SVK,5450421,2020-08-07,41,,JRC
Slovenia,SI,SVN,2080908,2020-08-07,24,4,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-07,1013,,Country_Website
Austria,AT,AUT,8858775,2020-08-06,117,25,Country_Website
Belgium,BE,BEL,11455519,2020-08-06,278,65,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-06,872,44,External_Github
Croatia,HR,HRV,4076246,2020-08-06,110,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-06,106,14,Country_Website
Denmark,DK,DNK,5806081,2020-08-06,24,2,Country_Website
Estonia,EE,EST,1324820,2020-08-06,9,1,Country_API
France,FR,FRA,67012883,2020-08-06,5019,366,Country_Website
Hungary,HU,HUN,9772756,2020-08-06,74,8,JRC
Iceland,IS,ISL,356991,2020-08-06,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-06,10,5,Country_Website
Italy,IT,ITA,60359546,2020-08-06,804,42,Country_Github
Latvia,LV,LVA,1919968,2020-08-06,6,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-06,48,6,Country_Website
Netherlands,NL,NLD,17282163,2020-08-06,,35,Other Website
Norway,NO,NOR,5328212,2020-08-06,14,,Country_API
Poland,PL,POL,37972812,2020-08-06,1913,,Country_Website
Portugal,PT,PRT,10276617,2020-08-06,369,42,Country_Website
Romania,RO,ROU,19414458,2020-08-06,,458,Country_Website
Slovakia,SK,SVK,5450421,2020-08-06,29,,JRC
Slovenia,SI,SVN,2080908,2020-08-06,24,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-06,1081,,Country_Website
Austria,AT,AUT,8858775,2020-08-05,115,25,Country_Website
Belgium,BE,BEL,11455519,2020-08-05,293,61,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-05,847,41,External_Github
Croatia,HR,HRV,4076246,2020-08-05,111,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-05,111,15,Country_Website
Denmark,DK,DNK,5806081,2020-08-05,23,2,Country_Website
Estonia,EE,EST,1324820,2020-08-05,9,1,Country_API
Finland,FI,FIN,5517919,2020-08-05,6,0,External_Github
France,FR,FRA,67012883,2020-08-05,5107,360,Country_Website
Hungary,HU,HUN,9772756,2020-08-05,72,7,JRC
Iceland,IS,ISL,356991,2020-08-05,1,0,Surveillance
Ireland,IE,IRL,4904240,2020-08-05,17,6,Country_Website
Italy,IT,ITA,60359546,2020-08-05,805,41,Country_Github
Latvia,LV,LVA,1919968,2020-08-05,6,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-05,51,9,Country_Website
Netherlands,NL,NLD,17282163,2020-08-05,,33,Other Website
Norway,NO,NOR,5328212,2020-08-05,11,,Country_API
Poland,PL,POL,37972812,2020-08-05,1898,,Country_Website
Portugal,PT,PRT,10276617,2020-08-05,384,41,Country_Website
Romania,RO,ROU,19414458,2020-08-05,,464,Country_Website
Slovakia,SK,SVK,5450421,2020-08-05,29,,JRC
Slovenia,SI,SVN,2080908,2020-08-05,22,3,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-05,1113,,Country_Website
Austria,AT,AUT,8858775,2020-08-04,107,23,Country_Website
Belgium,BE,BEL,11455519,2020-08-04,265,63,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-04,823,43,External_Github
Croatia,HR,HRV,4076246,2020-08-04,117,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-04,116,13,Country_Website
Denmark,DK,DNK,5806081,2020-08-04,24,3,Country_Website
Estonia,EE,EST,1324820,2020-08-04,9,2,Country_API
Finland,FI,FIN,5517919,2020-08-04,6,1,External_Github
France,FR,FRA,67012883,2020-08-04,5121,364,Country_Website
Hungary,HU,HUN,9772756,2020-08-04,75,7,JRC
Iceland,IS,ISL,356991,2020-08-04,1,0,Surveillance
Ireland,IE,IRL,4904240,2020-08-04,14,5,Country_Website
Italy,IT,ITA,60359546,2020-08-04,802,41,Country_Github
Latvia,LV,LVA,1919968,2020-08-04,6,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-04,47,5,Country_Website
Netherlands,NL,NLD,17282163,2020-08-04,,34,Other Website
Norway,NO,NOR,5328212,2020-08-04,12,,Country_API
Poland,PL,POL,37972812,2020-08-04,1859,,Country_Website
Portugal,PT,PRT,10276617,2020-08-04,401,44,Country_Website
Romania,RO,ROU,19414458,2020-08-04,,436,Country_Website
Slovakia,SK,SVK,5450421,2020-08-04,23,,JRC
Slovenia,SI,SVN,2080908,2020-08-04,22,2,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-04,1137,,Country_Website
Austria,AT,AUT,8858775,2020-08-03,113,21,Country_Website
Belgium,BE,BEL,11455519,2020-08-03,290,54,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-03,814,46,External_Github
Croatia,HR,HRV,4076246,2020-08-03,130,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-03,114,16,Country_Website
Denmark,DK,DNK,5806081,2020-08-03,24,2,Country_Website
Estonia,EE,EST,1324820,2020-08-03,8,2,Country_API
Finland,FI,FIN,5517919,2020-08-03,9,0,External_Github
France,FR,FRA,67012883,2020-08-03,5157,360,Country_Website
Hungary,HU,HUN,9772756,2020-08-03,74,7,JRC
Ireland,IE,IRL,4904240,2020-08-03,10,5,Country_Website
Italy,IT,ITA,60359546,2020-08-03,775,41,Country_Github
Latvia,LV,LVA,1919968,2020-08-03,6,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-03,59,7,Country_Website
Netherlands,NL,NLD,17282163,2020-08-03,,33,Other Website
Norway,NO,NOR,5328212,2020-08-03,14,,Country_API
Poland,PL,POL,37972812,2020-08-03,1841,,Country_Website
Portugal,PT,PRT,10276617,2020-08-03,390,42,Country_Website
Romania,RO,ROU,19414458,2020-08-03,,419,Country_Website
Slovakia,SK,SVK,5450421,2020-08-03,29,,JRC
Slovenia,SI,SVN,2080908,2020-08-03,20,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-03,1167,,Country_Website
Austria,AT,AUT,8858775,2020-08-02,93,20,Country_Website
Belgium,BE,BEL,11455519,2020-08-02,271,58,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-02,793,43,External_Github
Croatia,HR,HRV,4076246,2020-08-02,131,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-02,110,19,Country_Website
Denmark,DK,DNK,5806081,2020-08-02,20,2,Country_Website
Estonia,EE,EST,1324820,2020-08-02,5,1,Country_API
France,FR,FRA,67012883,2020-08-02,5188,345,Country_Website
Hungary,HU,HUN,9772756,2020-08-02,71,7,JRC
Ireland,IE,IRL,4904240,2020-08-02,10,4,Country_Website
Italy,IT,ITA,60359546,2020-08-02,750,42,Country_Github
Latvia,LV,LVA,1919968,2020-08-02,4,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-02,61,7,Country_Website
Netherlands,NL,NLD,17282163,2020-08-02,,30,Other Website
Poland,PL,POL,37972812,2020-08-02,1835,,Country_Website
Portugal,PT,PRT,10276617,2020-08-02,378,41,Country_Website
Romania,RO,ROU,19414458,2020-08-02,,412,Country_Website
Slovakia,SK,SVK,5450421,2020-08-02,29,,JRC
Slovenia,SI,SVN,2080908,2020-08-02,22,2,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-02,1167,,Country_Website
Austria,AT,AUT,8858775,2020-08-01,89,19,Country_Website
Belgium,BE,BEL,11455519,2020-08-01,259,56,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-01,778,42,External_Github
Croatia,HR,HRV,4076246,2020-08-01,127,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-01,116,19,Country_Website
Denmark,DK,DNK,5806081,2020-08-01,16,2,Country_Website
Estonia,EE,EST,1324820,2020-08-01,5,1,Country_API
France,FR,FRA,67012883,2020-08-01,5177,344,Country_Website
Hungary,HU,HUN,9772756,2020-08-01,73,6,JRC
Ireland,IE,IRL,4904240,2020-08-01,8,4,Country_Website
Italy,IT,ITA,60359546,2020-08-01,748,43,Country_Github
Latvia,LV,LVA,1919968,2020-08-01,4,,Surveillance
Luxembourg,LU,LUX,613894,2020-08-01,57,6,Country_Website
Netherlands,NL,NLD,17282163,2020-08-01,,29,Other Website
Poland,PL,POL,37972812,2020-08-01,1841,,Country_Website
Portugal,PT,PRT,10276617,2020-08-01,375,40,Country_Website
Romania,RO,ROU,19414458,2020-08-01,,401,Country_Website
Slovakia,SK,SVK,5450421,2020-08-01,29,,JRC
Slovenia,SI,SVN,2080908,2020-08-01,22,5,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-01,1211,,Country_Website
Austria,AT,AUT,8858775,2020-07-31,100,16,Country_Website
Belgium,BE,BEL,11455519,2020-07-31,253,48,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-31,751,34,External_Github
Croatia,HR,HRV,4076246,2020-07-31,125,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-31,114,19,Country_Website
Denmark,DK,DNK,5806081,2020-07-31,18,3,Country_Website
Estonia,EE,EST,1324820,2020-07-31,4,1,Country_API
Finland,FI,FIN,5517919,2020-07-31,8,0,External_Github
France,FR,FRA,67012883,2020-07-31,5257,347,Country_Website
